date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,steam_valid,missing_raw,price_was_filled,days_since_last_trade,mom_7,mom_14,roll_mean_14,roll_std_14,log_price,cat_index_used,rel_to_cat,spread_to_cat,vol_weighted_return,cat_mom_7,mom_vs_cat_7
2018-09-15,AK-47 | Cartel (Factory New),7.363,7.363,53.0,7.22,6.802,6.79,0.0198060941828255,0.0824757424286974,6.957,0.2887322041516771,6.8424666666666685,0.2730490472831249,0.0517384637308114,282.0,40.285714285714285,1079.0,35.96666666666667,5,9,0.0,6.720999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.08247574242869748,0.08550788736547243,6.92,0.32127079399927244,2.1238172143993888,,,,0.08247574242869748,,
2018-09-27,AK-47 | Cartel (Factory New),7.655,7.655,27.0,7.741,7.667,7.203,-0.0111096757524866,-0.0015651493413328,7.780714285714287,0.1802519778260536,7.18903333333333,0.4925686066145734,0.0510744797486017,232.0,33.142857142857146,1066.0,35.53333333333333,3,9,0.0,6.265714285714287,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,-0.0015651493413328943,0.06526579460061233,7.632142857142857,0.2643164936041747,2.1581371886281726,,,,-0.0001821510009309834,0.036170639204348154,-0.03773578854568105
2018-09-28,AK-47 | Cartel (Factory New),7.791,7.791,36.0,7.655,7.695,6.641,0.0177661659046375,0.0124756335282651,7.79442857142857,0.17682829213098,7.227366666666665,0.4931752550789853,0.0488347077470185,235.0,33.57142857142857,1078.0,35.93333333333333,4,9,0.0,6.278285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.012475633528265195,0.07908587257617739,7.672928571428572,0.23863504942313812,2.1737284708690416,,,,0.001911160880925732,0.03278563839347916,-0.020310004865213963
2018-09-29,AK-47 | Cartel (Factory New),8.421,8.421,30.0,7.791,7.997,6.461,0.0808625336927222,0.0530198824559209,7.855000000000001,0.2789654356469888,7.292699999999999,0.5165928216045335,0.0501845760562489,222.0,31.714285714285715,1071.0,35.7,5,9,0.0,6.296857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.05301988245592093,0.14369143012359076,7.7485,0.29403133009412363,2.2429412400665307,,,,0.007164848980529856,0.028059020643007613,0.024960861812913317
2018-09-30,AK-47 | Cartel (Factory New),8.059,8.059,33.0,8.421,7.673,6.639,-0.0429877686735542,0.0503062687345234,7.910142857142858,0.2756703147765089,7.340033333333332,0.5195742797928148,0.0509587789551889,215.0,30.714285714285715,1063.0,35.43333333333333,6,9,0.0,6.2832857142857135,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,1,0,0,0,0.050306268734523485,0.08261687264911322,7.792428571428571,0.29096410412644735,2.2037587386871507,,,,0.007721427294136163,0.030850911800983205,0.01945535693354028
2018-09-15,AUG | Colony (Battle-Scarred),0.234,0.234,2.0,0.269,0.269,0.699,-0.1301115241635687,-0.1301115241635687,0.2627142857142857,0.0118166261285201,0.3550000000000001,0.1309997455468267,0.140844607698212,7.0,1.0,68.0,2.2666666666666666,5,9,0.0,0.5731428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.2732857142857143,0.015389449789877663,0.21026092548319608,,,,,-0.1115520163582915,
2018-09-16,AUG | Colony (Battle-Scarred),0.2,0.2,2.0,0.234,0.264,0.545,-0.1452991452991453,-0.2424242424242424,0.2535714285714286,0.0248530374278025,0.3435,0.1289425582704691,0.1380040400632855,8.0,1.1428571428571428,68.0,2.2666666666666666,6,9,0.0,0.604,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.2677857142857143,0.024826098461803583,0.18232155679395465,,,,,-0.25130784559791675,
2018-09-17,AUG | Colony (Battle-Scarred),,0.2,0.0,0.2,0.268,0.686,0.0,-0.253731343283582,0.2438571428571428,0.0300591254099011,0.3273,0.1146295918745824,0.1278278393834623,7.0,1.0,65.0,2.1666666666666665,0,9,1.0,0.6809999999999999,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0,1,1,1,,,0.2612857142857143,0.029712542214276567,0.18232155679395465,,,,,-0.400676735581169,
2018-09-18,AUG | Colony (Battle-Scarred),,0.2,0.0,0.2,0.268,0.65,0.0,-0.253731343283582,0.2341428571428571,0.0316337458665745,0.3122999999999999,0.0999196844136996,0.1278918954616845,7.0,1.0,62.0,2.066666666666667,1,9,2.0,0.7408571428571429,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0,1,1,2,,,0.25564285714285717,0.03336651279088329,0.18232155679395465,,,,,-0.5395778978801724,
2018-09-19,AUG | Colony (Battle-Scarred),,0.2,0.0,0.2,0.268,0.635,0.0,-0.253731343283582,0.2244285714285714,0.0301513190559936,0.2977999999999999,0.0819932517548446,0.1280008558923301,7.0,1.0,58.0,1.9333333333333331,2,9,3.0,0.7965714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0,1,1,3,,,0.24935714285714286,0.03504855344948065,0.18232155679395465,,,,,-0.6805500390103907,
2018-09-20,AUG | Colony (Battle-Scarred),0.201,0.201,1.0,0.2,0.268,0.59,0.0049999999999998,-0.25,0.2148571428571428,0.0249938768011491,0.2848333333333333,0.0634119249212813,0.1279036113563955,7.0,1.0,58.0,1.9333333333333331,3,9,0.0,0.8721428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.2432857142857143,0.035571009309502404,0.18315454309784648,,,,,-0.8275716080497194,
2018-09-21,AUG | Colony (Battle-Scarred),0.213,0.213,1.0,0.201,0.269,0.423,0.0597014925373133,-0.2081784386617101,0.2068571428571428,0.0119334891488326,0.2778333333333333,0.0592261672648913,0.1195333534173678,6.0,0.8571428571428571,58.0,1.9333333333333331,4,9,0.0,0.9525714285714288,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.2372857142857143,0.03278937110014252,0.1930966299619131,,,,,-0.9738396352727269,
2018-09-22,AUG | Colony (Battle-Scarred),,0.213,0.0,0.213,0.234,0.483,0.0,-0.0897435897435898,0.2038571428571429,0.0057923242664895,0.2688333333333333,0.0465160068029155,0.1159754669225925,4.0,0.5714285714285714,57.0,1.9,5,9,1.0,1.0798571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0,1,1,1,,,0.23328571428571432,0.032029862439793465,0.1930966299619131,,,,,-0.847924392417526,
2018-09-23,AUG | Colony (Battle-Scarred),0.23,0.23,3.0,0.213,0.2,0.342,0.07981220657277,0.1499999999999999,0.2081428571428571,0.0105211157940125,0.2651,0.0449624658279918,0.1056661787488705,5.0,0.7142857142857143,58.0,1.9333333333333331,6,9,0.0,1.1794285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.23085714285714287,0.03078675325240029,0.20701416938432615,,,,,-0.6874015424241111,
2018-09-24,AUG | Colony (Battle-Scarred),0.242,0.242,1.0,0.23,0.2,0.323,0.0521739130434781,0.2099999999999999,0.2141428571428571,0.0151320716307032,0.2624,0.0438220644576831,0.1058079297398164,6.0,0.8571428571428571,55.0,1.8333333333333333,0,9,0.0,1.26,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.22900000000000004,0.029112513830627296,0.21672298351128702,,,,,-0.5182353217438741,
2018-09-25,AUG | Colony (Battle-Scarred),0.249,0.249,1.0,0.242,0.2,0.272,0.0289256198347107,0.2449999999999998,0.2211428571428571,0.0180271903478255,0.2616333333333333,0.0438485905005952,0.1020004103698459,7.0,1.0,54.0,1.8,1,9,0.0,1.3661428571428569,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.22764285714285717,0.02755583741830721,0.22234323114344062,,,,,-0.3441105666818232,
2018-09-26,AUG | Colony (Battle-Scarred),0.284,0.284,1.0,0.249,0.2,0.293,0.1405622489959839,0.4199999999999997,0.2331428571428571,0.0261065321405996,0.2613333333333333,0.0436633586533249,0.1041652925207693,8.0,1.1428571428571428,49.0,1.6333333333333333,2,9,0.0,1.4531428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.22878571428571431,0.02961335086494862,0.2499802052677694,,,,,-0.1449206589127857,
2018-09-27,AUG | Colony (Battle-Scarred),0.157,0.157,2.0,0.284,0.201,0.276,-0.4471830985915492,-0.2189054726368159,0.2268571428571428,0.0363688586231547,0.2573666666666666,0.0473965423023897,0.1317059604187722,9.0,1.2857142857142858,50.0,1.6666666666666667,3,9,0.0,1.534428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.22085714285714286,0.032975182142979,0.1458304482115395,,,,,-0.03674556917241938,
2018-09-28,AUG | Colony (Battle-Scarred),,0.157,0.0,0.157,0.213,0.298,0.0,-0.2629107981220657,0.2188571428571428,0.0439136443860596,0.2526666666666666,0.0500508630184224,0.1306957045527813,8.0,1.1428571428571428,48.0,1.6,4,9,1.0,1.6057142857142854,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0,1,1,1,,,0.21285714285714286,0.033967987515073364,0.1458304482115395,,,,,0.06477716278536114,
2018-09-29,AUG | Colony (Battle-Scarred),0.184,0.184,3.0,0.157,0.213,0.411,0.1719745222929936,-0.136150234741784,0.2147142857142857,0.0456061220380218,0.2450999999999999,0.0420637215028183,0.1143224512204012,11.0,1.5714285714285714,47.0,1.5666666666666669,5,9,0.0,1.6864285714285712,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.20928571428571427,0.03420172863698918,0.16889853646181394,,,,,0.0581476420713334,
2018-09-30,AUG | Colony (Battle-Scarred),0.203,0.203,2.0,0.184,0.23,0.296,0.1032608695652175,-0.117391304347826,0.2108571428571428,0.0452908965038499,0.242,0.0416229103579587,0.1054456616635201,10.0,1.4285714285714286,44.0,1.4666666666666666,6,9,0.0,1.7798571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1,0,0,0,,,0.20950000000000002,0.03414843165674507,0.18481843699254183,,,,,0.019948884307358257,
2018-09-15,AUG | Condemned (Factory New),0.517,0.517,11.0,0.51,0.482,0.433,0.0137254901960783,0.0726141078838173,0.5047142857142857,0.021123543302028,0.5020666666666666,0.0362481570412743,0.077375810259161,66.0,9.428571428571429,321.0,10.7,5,9,0.0,0.5184285714285715,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.4863571428571428,0.03045704956380163,0.4167347003663952,,,,,0.15228654664502064,
2018-09-16,AUG | Condemned (Factory New),0.458,0.458,14.0,0.517,0.472,0.453,-0.1141199226305609,-0.0296610169491524,0.5027142857142857,0.0245165500119775,0.5022333333333333,0.0360330249755538,0.0801030411414549,74.0,10.571428571428571,323.0,10.766666666666667,6,9,0.0,0.5042857142857142,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.4848571428571429,0.03135125354592858,0.37706563358646644,,,,,0.2371947508905743,
2018-09-17,AUG | Condemned (Factory New),0.501,0.501,8.0,0.458,0.49,0.495,0.0938864628820961,0.0224489795918367,0.5042857142857143,0.023998299259467,0.5024333333333332,0.0360089649331323,0.0801467633769794,75.0,10.714285714285714,320.0,10.666666666666666,0,9,0.0,0.4934285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.48592857142857143,0.03164822096279491,0.4061315526513249,,,,,0.28634968046803916,
2018-09-18,AUG | Condemned (Factory New),0.535,0.535,11.0,0.501,0.485,0.577,0.0678642714570858,0.1030927835051547,0.5114285714285715,0.0246278422165828,0.5010333333333332,0.0338333990147145,0.0753329444903471,70.0,10.0,319.0,10.633333333333333,1,9,0.0,0.4732857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.49257142857142855,0.031478232492932676,0.4285303810391605,,,,,0.6615709354307144,
2018-09-19,AUG | Condemned (Factory New),0.523,0.523,10.0,0.535,0.534,0.507,-0.0224299065420561,-0.0205992509363296,0.5098571428571429,0.023460779255287,0.5015666666666666,0.0340486743093211,0.0720291427818942,72.0,10.285714285714286,315.0,10.5,2,9,0.0,0.4608571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.4946428571428571,0.032516521582484456,0.4206820739130248,,,,,1.032159648174267,
2018-09-20,AUG | Condemned (Factory New),0.471,0.471,14.0,0.523,0.525,0.563,-0.0994263862332697,-0.1028571428571429,0.5021428571428572,0.025958365408744,0.4984999999999999,0.0324846117415615,0.0715040023127427,78.0,11.142857142857142,320.0,10.666666666666666,3,9,0.0,0.4407142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.4945714285714286,0.03257113938564512,0.38594244161930047,,,,,1.2744357686653294,
2018-09-21,AUG | Condemned (Factory New),0.535,0.535,7.0,0.471,0.51,0.502,0.1358811040339704,0.0490196078431373,0.5057142857142858,0.0283987639857506,0.4996,0.0331366866177051,0.0729766038867898,75.0,10.714285714285714,318.0,10.6,4,9,0.0,0.4328571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5027142857142858,0.02643549062974179,0.4285303810391605,,,,,1.5248442379000997,
2018-09-22,AUG | Condemned (Factory New),0.518,0.518,12.0,0.535,0.517,0.532,-0.0317757009345794,0.0019342359767891,0.5058571428571429,0.0284576305179099,0.4991333333333333,0.0327737021948323,0.0725258003812282,76.0,10.857142857142858,318.0,10.6,5,9,0.0,0.4315714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5052857142857142,0.026013098982653325,0.4173936789734382,,,,,1.3627828949876928,
2018-09-23,AUG | Condemned (Factory New),0.517,0.517,13.0,0.518,0.458,0.555,-0.0019305019305019,0.1288209606986898,0.5142857142857143,0.0207206886655707,0.4978666666666667,0.0312908222256232,0.0721160183661568,75.0,10.714285714285714,323.0,10.766666666666667,6,9,0.0,0.436,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5085000000000001,0.0243081183020121,0.4167347003663952,,,,,1.2612776851276664,
2018-09-24,AUG | Condemned (Factory New),0.512,0.512,13.0,0.517,0.501,0.506,-0.0096711798839458,0.0219560878243512,0.5158571428571428,0.0200601137400889,0.4980666666666666,0.0313612641468562,0.0702568651506002,80.0,11.428571428571429,323.0,10.766666666666667,0,9,0.0,0.4372857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5100714285714286,0.02372426309373295,0.4134332777573413,,,,,1.155259339525109,
2018-09-25,AUG | Condemned (Factory New),0.493,0.493,6.0,0.512,0.535,0.544,-0.037109375,-0.0785046728971963,0.5098571428571428,0.0197153208837954,0.4963666666666667,0.0301855189711152,0.0692902781180769,75.0,10.714285714285714,312.0,10.4,1,9,0.0,0.4414285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5106428571428572,0.02316365569280775,0.4007875185570533,,,,,0.8000953416680935,
2018-09-26,AUG | Condemned (Factory New),0.493,0.493,9.0,0.493,0.523,0.555,0.0,-0.0573613766730402,0.5055714285714286,0.0196531142051122,0.4943,0.0281545141436798,0.0691797433351909,74.0,10.571428571428571,310.0,10.333333333333334,2,9,0.0,0.4492857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5077142857142857,0.02256760295859318,0.4007875185570533,,,,,0.4588708319886874,
2018-09-27,AUG | Condemned (Factory New),0.56,0.56,11.0,0.493,0.471,0.542,0.1359026369168359,0.1889596602972401,0.5182857142857142,0.0218417312612758,0.4949,0.0293318370830513,0.0732924604478656,71.0,10.142857142857142,308.0,10.266666666666667,3,9,0.0,0.4561428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5102142857142857,0.02626544548210875,0.44468582126144574,,,,,0.26303898221748573,
2018-09-28,AUG | Condemned (Factory New),0.607,0.607,9.0,0.56,0.535,0.487,0.0839285714285713,0.1345794392523362,0.5285714285714286,0.0381532891031396,0.4989,0.0355127676570929,0.0719655460857323,73.0,10.428571428571429,309.0,10.3,4,9,0.0,0.4638571428571428,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5171428571428571,0.0368611889763102,0.47436908675537554,,,,,0.04862633349702429,
2018-09-29,AUG | Condemned (Factory New),0.555,0.555,6.0,0.607,0.518,0.464,-0.0856672158154858,0.0714285714285714,0.5338571428571428,0.0388786705072095,0.5019333333333333,0.0362803283091846,0.0733012552248578,67.0,9.571428571428571,300.0,10.0,5,9,0.0,0.4741428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.5198571428571429,0.03822374844327732,0.4414755456311975,,,,,0.058554095704421764,
2018-09-30,AUG | Condemned (Factory New),0.586,0.586,9.0,0.555,0.517,0.486,0.0558558558558557,0.1334622823984526,0.5437142857142857,0.0419786145749553,0.5052666666666668,0.039144121170646,0.0734656296448126,63.0,9.0,299.0,9.966666666666669,6,9,0.0,0.4807142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0,1,0,0,0,,,0.529,0.03759296169804619,0.46121512321265623,,,,,0.05921714166153073,
2018-09-15,AUG | Contractor (Factory New),0.081,0.081,44.0,0.075,0.084,0.107,0.08,-0.0357142857142857,0.0788571428571428,0.0045803484405375,0.0916,0.009178235124467,0.0598219662378148,212.0,30.285714285714285,734.0,24.466666666666665,5,9,0.0,0.1009999999999999,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08392857142857142,0.006707794383737884,0.07788653865707124,,,,,-0.06417613874194802,
2018-09-16,AUG | Contractor (Factory New),0.077,0.077,26.0,0.081,0.081,0.106,-0.0493827160493827,-0.0493827160493827,0.0782857142857142,0.0045265655765013,0.0906333333333333,0.0091377726437512,0.0602946557237076,220.0,31.428571428571427,747.0,24.9,6,9,0.0,0.102,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08314285714285716,0.006837196263619523,0.07417939817425151,,,,,-0.1735059551029107,
2018-09-17,AUG | Contractor (Factory New),0.087,0.087,18.0,0.077,0.084,0.105,0.1298701298701299,0.0357142857142855,0.0787142857142857,0.0051468238670433,0.0900333333333333,0.0087577901829679,0.0652263297613102,214.0,30.571428571428573,742.0,24.73333333333333,0,9,0.0,0.1024285714285714,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08264285714285714,0.006209262843119549,0.08342160813907239,,,,,-0.28295853154457723,
2018-09-18,AUG | Contractor (Factory New),0.084,0.084,22.0,0.087,0.083,0.104,-0.0344827586206895,0.0120481927710842,0.0788571428571428,0.0052760529464626,0.0893666666666666,0.0084241056234804,0.0654487976227983,216.0,30.857142857142858,741.0,24.7,1,9,0.0,0.1044285714285714,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08199999999999999,0.005477225575051663,0.08065790301745447,,,,,-0.43138134015846863,
2018-09-19,AUG | Contractor (Factory New),0.081,0.081,26.0,0.084,0.07,0.095,-0.0357142857142857,0.157142857142857,0.0804285714285714,0.0038491981672307,0.0889,0.0084866561927141,0.0639556637542493,190.0,27.142857142857142,755.0,25.166666666666668,2,9,0.0,0.1061428571428571,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08164285714285714,0.005358058529802679,0.07788653865707124,,,,,-0.5744008081806312,
2018-09-20,AUG | Contractor (Factory New),0.086,0.086,19.0,0.081,0.078,0.094,0.0617283950617282,0.1025641025641024,0.0815714285714285,0.0041354613788943,0.0886333333333333,0.0084478136553522,0.0649886101349581,183.0,26.142857142857142,752.0,25.066666666666663,3,9,0.0,0.1067142857142857,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08135714285714286,0.004970793820788712,0.08250122151174369,,,,,-0.7053256105340049,
2018-09-21,AUG | Contractor (Factory New),0.083,0.083,26.0,0.086,0.075,0.103,-0.0348837209302324,0.1066666666666666,0.0827142857142857,0.0031493439550069,0.0879666666666666,0.0080683882460432,0.0627071953157426,181.0,25.857142857142858,757.0,25.23333333333333,4,9,0.0,0.1088571428571428,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0,1,0,0,0,,,0.08099999999999999,0.004624350266212048,0.07973496801885356,,,,,-0.8470147615543591,
