date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2017-11-01,AK-47 | Cartel (Factory New),5.378,5.378,55.0,5.476,5.972,5.844,-0.01789627465303134,-0.09946416610850639,5.5644285714285715,0.15333144039056348,5.7987,0.18169684458826832,0.029363865191752724,400.0,57.142857142857146,1638.0,54.6,2,11,0.0,5.567428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-12,AK-47 | Cartel (Factory New),5.264,5.264,60.0,5.678,5.64,5.9,-0.072912997534343,-0.06666666666666654,5.511142857142858,0.22574475382066142,5.694566666666665,0.23162206045385417,0.04124943460341925,352.0,50.285714285714285,1607.0,53.56666666666667,6,11,0.0,5.9471428571428575,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-13,AK-47 | Cartel (Factory New),5.649,5.649,53.0,5.264,5.476,5.828,0.07313829787234027,0.0315924032140249,5.535857142857144,0.22997479897429043,5.688599999999999,0.2304103006956648,0.04339989378579846,364.0,52.0,1581.0,52.7,0,11,0.0,5.943428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-14,AK-47 | Cartel (Factory New),5.501,5.501,45.0,5.649,5.945,5.729,-0.026199327314568865,-0.07468460891505468,5.472428571428571,0.15850809546054923,5.680999999999999,0.23270123907419715,0.04355058395152428,373.0,53.285714285714285,1566.0,52.2,1,11,0.0,5.933285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-15,AK-47 | Cartel (Factory New),5.709,5.709,47.0,5.501,5.545,5.727,0.03781130703508451,0.029576194770063013,5.495857142857143,0.17837795233030054,5.6804,0.2326050443706384,0.04408783373362286,373.0,53.285714285714285,1554.0,51.8,2,11,0.0,5.895000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-16,AK-47 | Cartel (Factory New),5.642,5.642,43.0,5.709,5.422,5.877,-0.01173585566649138,0.04057543341940262,5.527285714285716,0.18194168161860005,5.672566666666667,0.2297923241151066,0.04388662975355436,364.0,52.0,1557.0,51.9,3,11,0.0,5.859999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-17,AK-47 | Cartel (Factory New),5.463,5.463,46.0,5.642,5.248,5.901,-0.03172633817795112,0.04096798780487809,5.558000000000001,0.14699271118955903,5.657966666666667,0.22872669037278726,0.04423393952138936,355.0,50.714285714285715,1554.0,51.8,4,11,0.0,5.805999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-18,AK-47 | Cartel (Factory New),5.506,5.506,46.0,5.463,5.678,5.704,0.007871133077063996,-0.030292356463543446,5.533428571428572,0.1390404433895374,5.651366666666666,0.23015537988256735,0.04386412456173058,340.0,48.57142857142857,1553.0,51.766666666666666,5,11,0.0,5.789428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-19,AK-47 | Cartel (Factory New),5.623,5.623,61.0,5.506,5.264,5.76,0.02124954594987294,0.0681990881458967,5.584714285714285,0.08647495803610962,5.6468,0.22931221802017732,0.04399914616466617,341.0,48.714285714285715,1555.0,51.833333333333336,6,11,0.0,5.809428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-20,AK-47 | Cartel (Factory New),5.464,5.464,43.0,5.623,5.649,5.944,-0.028276720611773,-0.03274915914321108,5.558285714285715,0.09094380413312418,5.630799999999999,0.22471691821786213,0.04387672113203698,331.0,47.285714285714285,1539.0,51.3,0,11,0.0,5.830142857142856,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-21,AK-47 | Cartel (Factory New),5.583,5.583,47.0,5.464,5.501,6.107,0.021778916544655802,0.014906380658062046,5.57,0.08804544281222042,5.6133333333333315,0.20666370965626468,0.04376276332462123,333.0,47.57142857142857,1531.0,51.03333333333333,1,11,0.0,5.825857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-22,AK-47 | Cartel (Factory New),5.464,5.464,45.0,5.583,5.709,5.972,-0.021314705355543584,-0.04291469609388676,5.534999999999999,0.07329392880723477,5.596399999999999,0.1971761648881527,0.04375090007461428,331.0,47.285714285714285,1522.0,50.733333333333334,2,11,0.0,5.79742857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-23,AK-47 | Cartel (Factory New),4.869,4.869,61.0,5.464,5.642,6.145,-0.10889458272327979,-0.1370081531371855,5.424571428571428,0.2343226451728821,5.553866666666666,0.21136299476387907,0.04734800124077288,349.0,49.857142857142854,1545.0,51.5,3,11,0.0,5.819,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-24,AK-47 | Cartel (Factory New),4.742,4.742,69.0,4.869,5.463,5.972,-0.026083384678578736,-0.13197876624565263,5.321571428571429,0.33263315578356095,5.512866666666667,0.24317973234260748,0.04731805621740608,372.0,53.142857142857146,1569.0,52.3,4,11,0.0,5.831000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-25,AK-47 | Cartel (Factory New),4.863,4.863,75.0,4.742,5.506,5.73,0.025516659637284,-0.11678169269887395,5.229714285714286,0.3569160422627286,5.4839666666666655,0.2660961584757577,0.04722185269353752,401.0,57.285714285714285,1593.0,53.1,5,11,0.0,5.824142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-26,AK-47 | Cartel (Factory New),4.749,4.749,69.0,4.863,5.623,5.462,-0.02344231955582987,-0.1554330428596835,5.104857142857143,0.35030820249416655,5.460199999999999,0.2970388751213102,0.0467059126780523,409.0,58.42857142857143,1594.0,53.13333333333333,6,11,0.0,5.82,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-27,AK-47 | Cartel (Factory New),5.059,5.059,53.0,4.749,5.464,5.679,0.06527690040008438,-0.07412152269399708,5.047,0.3181863784459849,5.439533333333332,0.3026129247441725,0.047709547233025375,419.0,59.857142857142854,1582.0,52.733333333333334,0,11,0.0,5.839999999999999,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-28,AK-47 | Cartel (Factory New),5.159,5.159,57.0,5.059,5.583,5.431,0.019766752322593284,-0.0759448325273151,4.986428571428571,0.24150235558913727,5.430466666666666,0.30677882731519934,0.04725076332872997,429.0,61.285714285714285,1577.0,52.56666666666667,1,11,0.0,5.852285714285714,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-29,AK-47 | Cartel (Factory New),5.203,5.203,42.0,5.159,5.464,5.795,0.008528784648187626,-0.047767203513909284,4.949142857142857,0.1762145028662743,5.410733333333332,0.30169365625120825,0.045598378401784316,426.0,60.857142857142854,1556.0,51.86666666666667,2,11,0.0,5.863714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-30,AK-47 | Cartel (Factory New),5.353,5.353,52.0,5.203,4.869,5.476,0.028829521429944105,0.0994043951530088,5.018285714285715,0.22057503698010686,5.406633333333333,0.3016145977162836,0.044858767764643,417.0,59.57142857142857,1572.0,52.4,3,11,0.0,5.8588571428571425,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2017-11-01,AUG | Colony (Battle-Scarred),0.14,0.14,4.0,0.134,0.203,0.411,0.044776119402985204,-0.31034482758620685,0.16014285714285714,0.020552570721574126,0.25693333333333335,0.0702343379140305,0.13555632613883148,19.0,2.7142857142857144,87.0,2.9,2,11,0.0,0.14842857142857144,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-02,AUG | Colony (Battle-Scarred),0.161,0.161,3.0,0.14,0.194,0.411,0.1499999999999999,-0.1701030927835051,0.15542857142857144,0.015379551756956305,0.2486,0.06617381153699198,0.13914007068667628,21.0,3.0,90.0,3.0,3,11,0.0,0.15114285714285716,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-03,AUG | Colony (Battle-Scarred),0.139,0.139,3.0,0.161,0.142,0.343,-0.13664596273291918,-0.021126760563380143,0.155,0.015784259790780714,0.2418,0.06660400388365054,0.13823603690744488,21.0,3.0,90.0,3.0,4,11,0.0,0.154,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-04,AUG | Colony (Battle-Scarred),0.156,0.156,1.0,0.139,0.163,0.343,0.1223021582733812,-0.042944785276073705,0.154,0.015464244473716032,0.23556666666666667,0.06558388182743956,0.14054933436010453,16.0,2.2857142857142856,91.0,3.033333333333333,5,11,0.0,0.155,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-05,AUG | Colony (Battle-Scarred),0.154,0.154,5.0,0.156,0.174,0.371,-0.012820512820512886,-0.11494252873563215,0.15114285714285716,0.01318471595044343,0.2283333333333334,0.062123175135281754,0.13938215674429472,19.0,2.7142857142857144,95.0,3.1666666666666665,6,11,0.0,0.15542857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-06,AUG | Colony (Battle-Scarred),0.155,0.155,1.0,0.154,0.174,0.355,0.006493506493506551,-0.1091954022988505,0.14842857142857144,0.009693254544964208,0.22166666666666668,0.058815719743015034,0.13938111414165877,20.0,2.857142857142857,94.0,3.1333333333333333,0,11,0.0,0.16014285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-07,AUG | Colony (Battle-Scarred),0.15,0.15,2.0,0.155,0.134,0.283,-0.032258064516129115,0.11940298507462677,0.15071428571428575,0.00770369643583586,0.21723333333333342,0.059037662178947736,0.13511539462161515,19.0,2.7142857142857144,94.0,3.1333333333333333,1,11,0.0,0.16914285714285718,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-08,AUG | Colony (Battle-Scarred),0.129,0.129,3.0,0.15,0.14,0.297,-0.1399999999999999,-0.07857142857142863,0.14914285714285716,0.01038444676879214,0.2116333333333334,0.0591734643982325,0.1365285520355251,18.0,2.5714285714285716,94.0,3.1333333333333333,2,11,0.0,0.1852857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-09,AUG | Colony (Battle-Scarred),0.122,0.122,3.0,0.129,0.161,0.343,-0.054263565891472965,-0.2422360248447205,0.1435714285714286,0.012726318543611479,0.20426666666666668,0.05603387864101106,0.13281022573387152,18.0,2.5714285714285716,96.0,3.2,3,11,0.0,0.19571428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-10,AUG | Colony (Battle-Scarred),0.129,0.129,5.0,0.122,0.139,0.271,0.05737704918032782,-0.07194244604316558,0.14214285714285715,0.013684491445517769,0.19953333333333328,0.05619414757981673,0.1290181502115003,20.0,2.857142857142857,98.0,3.2666666666666666,4,11,0.0,0.21571428571428572,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-11,AUG | Colony (Battle-Scarred),0.143,0.143,3.0,0.129,0.156,0.268,0.10852713178294571,-0.08333333333333337,0.1402857142857143,0.012509588159422647,0.1953666666666666,0.05559405443830202,0.1309451397509069,22.0,3.142857142857143,98.0,3.2666666666666666,5,11,0.0,0.22542857142857145,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-12,AUG | Colony (Battle-Scarred),0.142,0.142,3.0,0.143,0.154,0.257,-0.006993006993006978,-0.07792207792207795,0.1385714285714286,0.011273954089685059,0.19153333333333328,0.05517531654241375,0.1308369243038838,20.0,2.857142857142857,99.0,3.3,6,11,0.0,0.24071428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-13,AUG | Colony (Battle-Scarred),0.145,0.145,3.0,0.142,0.155,0.239,0.021126760563380254,-0.06451612903225812,0.13714285714285715,0.009612916480720409,0.18839999999999998,0.05505972514763703,0.13048799116225906,22.0,3.142857142857143,98.0,3.2666666666666666,0,11,0.0,0.2512857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-14,AUG | Colony (Battle-Scarred),0.15,0.15,2.0,0.145,0.15,0.271,0.034482758620689724,0.0,0.13714285714285715,0.009612916480720409,0.18436666666666662,0.05326379842089956,0.128084473107037,22.0,3.142857142857143,96.0,3.2,1,11,0.0,0.25671428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-15,AUG | Colony (Battle-Scarred),0.15,0.15,2.0,0.15,0.129,0.263,0.0,0.16279069767441845,0.14014285714285715,0.009876792009967772,0.18060000000000004,0.05153742976387808,0.1280537005250456,21.0,3.0,96.0,3.2,2,11,0.0,0.2602857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-16,AUG | Colony (Battle-Scarred),0.163,0.163,23.0,0.15,0.122,0.272,0.08666666666666667,0.33606557377049184,0.146,0.009531901324349872,0.17696666666666663,0.04873156631543414,0.12900354058365254,41.0,5.857142857142857,114.0,3.8,3,11,0.0,0.26257142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-17,AUG | Colony (Battle-Scarred),0.162,0.162,1.0,0.163,0.129,0.241,-0.006134969325153339,0.2558139534883721,0.15071428571428572,0.007994896331218993,0.1743333333333333,0.04731408059153452,0.12750876371941067,37.0,5.285714285714286,110.0,3.6666666666666665,4,11,0.0,0.2564285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-18,AUG | Colony (Battle-Scarred),0.184,0.184,11.0,0.162,0.143,0.268,0.1358024691358024,0.2867132867132869,0.15657142857142858,0.013393571409524827,0.17153333333333337,0.04406187568509639,0.12830438973167957,45.0,6.428571428571429,113.0,3.7666666666666666,5,11,0.0,0.25757142857142856,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-19,AUG | Colony (Battle-Scarred),0.245,0.245,7.0,0.184,0.142,0.249,0.3315217391304348,0.7253521126760565,0.17128571428571426,0.032398034709858935,0.17140000000000002,0.04383271228964353,0.1410278211620361,49.0,7.0,115.0,3.8333333333333335,6,11,0.0,0.25871428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-20,AUG | Colony (Battle-Scarred),0.254,0.254,10.0,0.245,0.145,0.231,0.03673469387755102,0.7517241379310347,0.18685714285714283,0.04105894220135095,0.17216666666666663,0.04505262355167442,0.14028163803641214,56.0,8.0,121.0,4.033333333333333,0,11,0.0,0.25871428571428573,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-21,AUG | Colony (Battle-Scarred),0.248,0.248,7.0,0.254,0.15,0.314,-0.023622047244094557,0.6533333333333333,0.20085714285714285,0.042776590966250194,0.16996666666666665,0.039319616252224826,0.12474392655579902,61.0,8.714285714285714,125.0,4.166666666666667,1,11,0.0,0.263,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-22,AUG | Colony (Battle-Scarred),0.26,0.26,1.0,0.248,0.15,0.247,0.048387096774193505,0.7333333333333334,0.21657142857142858,0.04138963687707741,0.17039999999999997,0.040227353877678805,0.1185014774185176,60.0,8.571428571428571,124.0,4.133333333333334,2,11,0.0,0.27314285714285713,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-23,AUG | Colony (Battle-Scarred),,0.26,0.0,0.26,0.163,0.247,0.0,0.5950920245398772,0.23042857142857143,0.03715549235637846,0.1708333333333333,0.04111048798326556,0.1185014774185176,37.0,5.285714285714286,124.0,4.133333333333334,3,11,1.0,0.27799999999999997,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-24,AUG | Colony (Battle-Scarred),0.241,0.241,2.0,0.26,0.162,0.203,-0.07307692307692315,0.48765432098765427,0.24171428571428574,0.024499062872539702,0.17209999999999998,0.04263906659391127,0.11440442629905262,38.0,5.428571428571429,120.0,4.0,4,11,0.0,0.2797142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-25,AUG | Colony (Battle-Scarred),0.227,0.227,3.0,0.241,0.184,0.194,-0.05809128630705385,0.23369565217391308,0.24785714285714286,0.010842094834863017,0.17319999999999997,0.04360458691468135,0.11465812583980578,30.0,4.285714285714286,122.0,4.066666666666666,5,11,0.0,0.29628571428571426,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-26,AUG | Colony (Battle-Scarred),0.251,0.251,1.0,0.227,0.245,0.142,0.10572687224669597,0.02448979591836742,0.24871428571428572,0.01081948355929228,0.1768333333333333,0.04535936752449512,0.10330469980075187,24.0,3.4285714285714284,120.0,4.0,6,11,0.0,0.31257142857142856,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-27,AUG | Colony (Battle-Scarred),0.236,0.236,3.0,0.251,0.254,0.163,-0.05976095617529886,-0.07086614173228356,0.24614285714285716,0.011382048164024055,0.17926666666666663,0.04649583015951239,0.10174243185704408,17.0,2.4285714285714284,117.0,3.9,0,11,0.0,0.3232857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-28,AUG | Colony (Battle-Scarred),0.212,0.212,2.0,0.236,0.248,0.174,-0.10169491525423724,-0.14516129032258063,0.24099999999999996,0.01640557396566354,0.18053333333333332,0.04685134884812698,0.10348714721257145,12.0,1.7142857142857142,117.0,3.9,1,11,0.0,0.3335714285714286,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-29,AUG | Colony (Battle-Scarred),0.243,0.243,3.0,0.212,0.26,0.174,0.14622641509433953,-0.06538461538461549,0.23857142857142857,0.014568627181693673,0.18283333333333332,0.048149824044907544,0.10622296744209463,14.0,2.0,120.0,4.0,2,11,0.0,0.3432857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-30,AUG | Colony (Battle-Scarred),0.234,0.234,2.0,0.243,0.26,0.134,-0.03703703703703698,-0.09999999999999998,0.23485714285714288,0.011654901745354936,0.18616666666666667,0.04811519741435363,0.09649604419589462,16.0,2.2857142857142856,119.0,3.966666666666667,3,11,0.0,0.35957142857142854,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2017-11-01,AUG | Condemned (Factory New),0.602,0.602,12.0,0.635,0.595,0.657,-0.051968503937007915,0.0117647058823529,0.6278571428571429,0.0249652820156803,0.6021333333333333,0.03283974556675019,0.05954167533887325,92.0,13.142857142857142,440.0,14.666666666666666,2,11,0.0,0.572,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-02,AUG | Condemned (Factory New),0.576,0.576,12.0,0.602,0.658,0.652,-0.04318936877076418,-0.12462006079027366,0.6161428571428571,0.027210442173278025,0.5996000000000001,0.03181048045325104,0.060010890609078944,90.0,12.857142857142858,443.0,14.766666666666667,3,11,0.0,0.5872857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-03,AUG | Condemned (Factory New),0.536,0.536,12.0,0.576,0.624,0.628,-0.06944444444444431,-0.14102564102564097,0.6035714285714285,0.038614790441181046,0.5965333333333335,0.033323398519492106,0.06091479070787331,88.0,12.571428571428571,441.0,14.7,4,11,0.0,0.5918571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-04,AUG | Condemned (Factory New),0.567,0.567,21.0,0.536,0.649,0.6,0.057835820895522305,-0.12634822804314338,0.5918571428571429,0.0353570707069971,0.5954333333333334,0.03373295454332784,0.061380922795976685,96.0,13.714285714285714,446.0,14.866666666666667,5,11,0.0,0.6035714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-05,AUG | Condemned (Factory New),0.551,0.551,13.0,0.567,0.583,0.635,-0.02821869488536133,-0.054888507718696244,0.5872857142857143,0.03816398558744052,0.5926333333333333,0.03381861748931923,0.060599625499749274,94.0,13.428571428571429,440.0,14.666666666666666,6,11,0.0,0.6161428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-06,AUG | Condemned (Factory New),0.537,0.537,10.0,0.551,0.644,0.605,-0.025408348457350294,-0.16614906832298137,0.5720000000000001,0.03353463028827704,0.5903666666666666,0.03516578197939329,0.06019242801432187,89.0,12.714285714285714,435.0,14.5,0,11,0.0,0.6278571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-07,AUG | Condemned (Factory New),0.495,0.495,13.0,0.537,0.635,0.579,-0.07821229050279332,-0.22047244094488194,0.5519999999999999,0.031694974815756324,0.5875666666666667,0.039085106569581654,0.061310561580953174,93.0,13.285714285714286,430.0,14.333333333333334,1,11,0.0,0.6268571428571429,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-08,AUG | Condemned (Factory New),0.515,0.515,13.0,0.495,0.602,0.621,0.04040404040404044,-0.14451827242524917,0.5395714285714286,0.026239866848840852,0.5840333333333335,0.040662417810826516,0.06024685838446611,94.0,13.428571428571429,426.0,14.2,2,11,0.0,0.6145714285714287,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-09,AUG | Condemned (Factory New),0.513,0.513,13.0,0.515,0.576,0.62,-0.003883495145631022,-0.10937499999999989,0.5305714285714286,0.02277753995783153,0.5804666666666668,0.04202121157489657,0.060244706806667964,95.0,13.571428571428571,427.0,14.233333333333333,3,11,0.0,0.6101428571428571,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-10,AUG | Condemned (Factory New),0.539,0.539,23.0,0.513,0.536,0.613,0.050682261208577106,0.005597014925373234,0.531,0.02290352437009266,0.5780000000000001,0.04221058319110661,0.06103363357853481,106.0,15.142857142857142,441.0,14.7,4,11,0.0,0.6145714285714285,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-11,AUG | Condemned (Factory New),0.543,0.543,10.0,0.539,0.567,0.581,0.007421150278293043,-0.042328042328042215,0.5275714285714287,0.018661320906066224,0.5767333333333334,0.04266921867367882,0.06034742897013813,95.0,13.571428571428571,435.0,14.5,5,11,0.0,0.612,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-12,AUG | Condemned (Factory New),0.455,0.455,13.0,0.543,0.551,0.577,-0.16206261510128916,-0.17422867513611617,0.5138571428571429,0.028881178109273736,0.5726666666666667,0.04793838638178061,0.06696549462704625,95.0,13.571428571428571,435.0,14.5,6,11,0.0,0.6045714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2017-11-13,AUG | Condemned (Factory New),0.514,0.514,13.0,0.455,0.537,0.599,0.12967032967032965,-0.04283054003724396,0.5105714285714287,0.027327940400451195,0.5698333333333333,0.04880237926804616,0.07086151199986057,98.0,14.0,428.0,14.266666666666667,0,11,0.0,0.5944285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
