date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2014-08-01,AUG | Colony (Battle-Scarred),0.03,0.03,92.0,0.031,0.03,0.03,-0.032258064516129115,0.0,0.04942857142857144,0.0471830997069839,0.03476666666666669,0.024208377796861056,0.8272623828293418,481.0,68.71428571428571,1850.0,61.666666666666664,4,8,0.0,0.030714285714285715,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-12,AUG | Colony (Battle-Scarred),0.03,0.03,80.0,0.03,0.03,0.03,0.0,0.0,0.030571428571428572,0.0007284313590846843,0.03480000000000002,0.024191458547732626,0.8268071889273888,491.0,70.14285714285714,1950.0,65.0,1,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-13,AUG | Colony (Battle-Scarred),0.035,0.035,56.0,0.03,0.031,0.03,0.16666666666666674,0.12903225806451624,0.031142857142857142,0.0017261494247992261,0.03496666666666668,0.024175033034563212,0.8265186055633973,467.0,66.71428571428571,1938.0,64.6,2,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-14,AUG | Colony (Battle-Scarred),0.058,0.058,44.0,0.035,0.03,0.03,0.657142857142857,0.9333333333333336,0.03514285714285714,0.009478224237370499,0.03590000000000002,0.02450353715962929,0.8315010719496125,445.0,63.57142857142857,1913.0,63.766666666666666,3,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-15,AUG | Colony (Battle-Scarred),0.03,0.03,52.0,0.058,0.031,0.03,-0.48275862068965525,-0.032258064516129115,0.034999999999999996,0.009546876826630642,0.03590000000000002,0.02450353715962929,0.8389052351722314,432.0,61.714285714285715,1920.0,64.0,4,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-16,AUG | Colony (Battle-Scarred),0.03,0.03,51.0,0.03,0.03,0.03,0.0,0.0,0.034999999999999996,0.009546876826630642,0.03590000000000002,0.024503537159629288,0.8389052351722314,395.0,56.42857142857143,1920.0,64.0,5,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-17,AUG | Colony (Battle-Scarred),0.03,0.03,74.0,0.03,0.032,0.03,0.0,-0.0625,0.03471428571428571,0.009661621953663383,0.03590000000000002,0.024503537159629288,0.8389052351722314,412.0,58.857142857142854,1944.0,64.8,6,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-18,AUG | Colony (Battle-Scarred),0.03,0.03,75.0,0.03,0.03,0.03,0.0,0.0,0.03471428571428571,0.009661621953663383,0.03590000000000002,0.024503537159629288,0.8389052351722315,432.0,61.714285714285715,1930.0,64.33333333333333,0,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-19,AUG | Colony (Battle-Scarred),0.031,0.031,78.0,0.03,0.03,0.03,0.03333333333333344,0.03333333333333344,0.03485714285714286,0.00959804401842333,0.03593333333333335,0.024496167500697365,0.8387479336660465,430.0,61.42857142857143,1964.0,65.46666666666667,1,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-20,AUG | Colony (Battle-Scarred),0.03,0.03,65.0,0.031,0.035,0.03,-0.032258064516129115,-0.14285714285714302,0.03414285714285714,0.009745747371891739,0.03593333333333335,0.024496167500697365,0.838942219527581,439.0,62.714285714285715,1953.0,65.1,2,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-21,AUG | Colony (Battle-Scarred),1.697,1.697,84.0,0.03,0.058,0.03,55.56666666666667,28.25862068965517,0.2682857142857143,0.5832702667560148,0.09150000000000004,0.2991365073005968,9.984747332500621,479.0,68.42857142857143,1990.0,66.33333333333333,3,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-22,AUG | Colony (Battle-Scarred),0.033,0.033,49.0,1.697,0.03,0.03,-0.9805539186800236,0.10000000000000009,0.26871428571428574,0.5830960994763126,0.09160000000000003,0.2991164321798453,9.992800371175251,476.0,68.0,2002.0,66.73333333333333,4,8,0.0,0.03,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-23,AUG | Colony (Battle-Scarred),0.032,0.032,94.0,0.033,0.03,0.03,-0.030303030303030276,0.06666666666666665,0.269,0.5829795389695447,0.09166666666666669,0.29910291799906524,9.992999409901623,519.0,74.14285714285714,2030.0,67.66666666666667,5,8,0.0,0.03014285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-24,AUG | Colony (Battle-Scarred),0.03,0.03,55.0,0.032,0.03,0.03,-0.0625,0.0,0.269,0.5829795389695447,0.09166666666666669,0.29910291799906524,9.993412948371828,500.0,71.42857142857143,2027.0,67.56666666666666,6,8,0.0,0.03014285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-25,AUG | Colony (Battle-Scarred),0.031,0.031,68.0,0.03,0.03,0.03,0.03333333333333344,0.03333333333333344,0.26914285714285713,0.5829210749251024,0.09170000000000003,0.2990960993839048,9.993197778399331,493.0,70.42857142857143,2031.0,67.7,0,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-26,AUG | Colony (Battle-Scarred),0.03,0.03,67.0,0.031,0.031,0.165,-0.032258064516129115,-0.032258064516129115,0.269,0.5829795389695447,0.0872,0.29897495993254464,9.987799971870025,482.0,68.85714285714286,2020.0,67.33333333333333,1,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-27,AUG | Colony (Battle-Scarred),0.03,0.03,62.0,0.03,0.03,0.03,0.0,0.0,0.269,0.5829795389695447,0.0872,0.29897495993254464,9.981724967220487,479.0,68.42857142857143,2038.0,67.93333333333334,2,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-28,AUG | Colony (Battle-Scarred),0.03,0.03,63.0,0.03,1.697,0.03,0.0,-0.9823217442545669,0.030857142857142857,0.001124858267715974,0.08719999999999999,0.29897495993254464,9.981724967220487,458.0,65.42857142857143,2047.0,68.23333333333333,3,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-29,AUG | Colony (Battle-Scarred),0.03,0.03,69.0,0.03,0.033,0.03,0.0,-0.09090909090909094,0.030428571428571426,0.0007284313590846843,0.08719999999999997,0.29897495993254464,9.981724967220487,478.0,68.28571428571429,2036.0,67.86666666666666,4,8,0.0,0.031,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-30,AUG | Colony (Battle-Scarred),0.032,0.032,92.0,0.03,0.032,0.031,0.06666666666666665,0.0,0.030428571428571426,0.0007284313590846843,0.08723333333333332,0.2989687479022218,9.981526913476198,476.0,68.0,2059.0,68.63333333333334,5,8,0.0,0.030857142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-31,AUG | Colony (Battle-Scarred),0.038,0.038,58.0,0.032,0.03,0.03,0.1875,0.2666666666666666,0.03157142857142857,0.002718042512920064,0.08749999999999997,0.2989211434475655,9.980238275004735,479.0,68.42857142857143,2025.0,67.5,6,8,0.0,0.030857142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0
2014-08-01,AUG | Condemned (Factory New),2.951,2.951,8.0,2.654,1.795,1.791,0.111906556141673,0.6440111420612815,2.285142857142857,0.37678884900524046,2.0024666666666664,0.31167116574292775,0.12857126692970205,70.0,10.0,323.0,10.766666666666667,4,8,0.0,2.3814285714285712,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-02,AUG | Condemned (Factory New),2.513,2.513,11.0,2.951,1.76,1.97,-0.14842426296170796,0.427840909090909,2.3927142857142853,0.31371766846992233,2.0205666666666664,0.32475269394143946,0.1314676307490263,70.0,10.0,319.0,10.633333333333333,5,8,0.0,2.481857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-03,AUG | Condemned (Factory New),2.699,2.699,10.0,2.513,2.059,2.022,0.07401512136888178,0.3108305002428362,2.484142857142857,0.2958915962556117,2.043133333333333,0.3468391301774098,0.1318570900852683,68.0,9.714285714285714,326.0,10.866666666666667,6,8,0.0,2.459285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-04,AUG | Condemned (Factory New),2.278,2.278,8.0,2.699,2.384,1.714,-0.1559836976658021,-0.04446308724832204,2.469,0.3032500147214695,2.061933333333333,0.3437611509302482,0.13201683213834106,69.0,9.857142857142858,324.0,10.8,0,8,0.0,2.4690000000000003,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-05,AUG | Condemned (Factory New),2.074,2.074,10.0,2.278,2.142,1.779,-0.08955223880597019,-0.031746031746031744,2.459285714285714,0.31445177431101734,2.0717666666666665,0.3397226990093865,0.13337018961255578,71.0,10.142857142857142,318.0,10.6,1,8,0.0,2.484142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-06,AUG | Condemned (Factory New),2.204,2.204,10.0,2.074,2.046,1.885,0.06268081002892978,0.07722385141739996,2.481857142857143,0.28858246089236583,2.0824,0.3387013040030011,0.13340637388388016,72.0,10.285714285714286,318.0,10.6,2,8,0.0,2.3927142857142853,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-07,AUG | Condemned (Factory New),1.951,1.951,15.0,2.204,2.654,1.976,-0.11479128856624321,-0.26488319517709114,2.3814285714285717,0.3304831342758906,2.0815666666666663,0.3389926924810556,0.1352261063841158,72.0,10.285714285714286,322.0,10.733333333333333,3,8,0.0,2.285142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-08,AUG | Condemned (Factory New),2.022,2.022,18.0,1.951,2.951,1.89,0.0363915940543309,-0.31480853947814313,2.248714285714286,0.25242238653592075,2.0859666666666663,0.33733025196221117,0.13495224355717997,82.0,11.714285714285714,329.0,10.966666666666667,4,8,0.0,2.12,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-09,AUG | Condemned (Factory New),2.31,2.31,9.0,2.022,2.513,1.977,0.14243323442136502,-0.08077994428969348,2.219714285714286,0.23115901409185485,2.097066666666667,0.3390364713255624,0.1368666816423843,80.0,11.428571428571429,326.0,10.866666666666667,5,8,0.0,2.0837142857142856,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-10,AUG | Condemned (Factory New),2.166,2.166,4.0,2.31,2.699,2.401,-0.06233766233766236,-0.19748054835124118,2.143571428571429,0.12342013860081713,2.089233333333333,0.3346095917466935,0.1323558396630489,74.0,10.571428571428571,317.0,10.566666666666666,6,8,0.0,2.140857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-11,AUG | Condemned (Factory New),2.256,2.256,12.0,2.166,2.278,1.722,0.04155124653739595,-0.009657594381036083,2.1404285714285716,0.12019490973635538,2.1070333333333333,0.32875284367168933,0.12112348066542708,78.0,11.142857142857142,314.0,10.466666666666667,0,8,0.0,2.128142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-12,AUG | Condemned (Factory New),2.317,2.317,8.0,2.256,2.074,1.776,0.027039007092198863,0.11716489874638403,2.1751428571428573,0.1306340893722709,2.1250666666666667,0.3249153667581076,0.12110824154991402,76.0,10.857142857142858,314.0,10.466666666666667,1,8,0.0,2.051142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-13,AUG | Condemned (Factory New),2.206,2.206,6.0,2.317,2.204,1.899,-0.04790677600345283,0.0009074410163338875,2.1754285714285713,0.13069906234537107,2.1353,0.32245941863537914,0.12122690358538149,72.0,10.285714285714286,310.0,10.333333333333334,2,8,0.0,2.0065714285714287,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-14,AUG | Condemned (Factory New),1.983,1.983,9.0,2.206,1.951,1.983,-0.1010879419764279,0.016401845207585808,2.18,0.12310854676144259,2.1353,0.3224594186353791,0.12275207247068602,66.0,9.428571428571429,308.0,10.266666666666667,3,8,0.0,2.0207142857142855,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-15,AUG | Condemned (Factory New),2.204,2.204,14.0,1.983,2.022,1.593,0.11144730206757436,0.090009891196835,2.206,0.10486045148536356,2.1556666666666664,0.3064630845994705,0.11803385264615639,62.0,8.857142857142858,312.0,10.4,4,8,0.0,2.008857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-16,AUG | Condemned (Factory New),2.208,2.208,13.0,2.204,2.31,1.634,0.001814882032667775,-0.04415584415584406,2.1914285714285717,0.096118761574058,2.1748,0.2908154512172052,0.11805854558455713,66.0,9.428571428571429,300.0,10.0,5,8,0.0,1.8994285714285717,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-17,AUG | Condemned (Factory New),2.09,2.09,12.0,2.208,2.166,1.712,-0.05344202898550743,-0.03508771929824561,2.1805714285714286,0.10246094328064323,2.1873999999999993,0.27841534919373007,0.11857732228215084,74.0,10.571428571428571,305.0,10.166666666666666,6,8,0.0,1.7775714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-18,AUG | Condemned (Factory New),1.788,1.788,15.0,2.09,2.256,1.859,-0.14449760765550235,-0.20744680851063824,2.113714285714286,0.16502009772467485,2.1850333333333327,0.2814817321879975,0.12108523881002752,77.0,11.0,304.0,10.133333333333333,0,8,0.0,1.7675714285714288,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-19,AUG | Condemned (Factory New),1.875,1.875,18.0,1.788,2.317,1.747,0.04865771812080544,-0.19076391886059563,2.0505714285714287,0.15962980131976537,2.1893,0.2757208914826731,0.12067707179519706,87.0,12.428571428571429,311.0,10.366666666666667,1,8,0.0,1.7752857142857141,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-20,AUG | Condemned (Factory New),2.076,2.076,8.0,1.875,2.206,1.845,0.10719999999999996,-0.058930190389845816,2.032,0.14757371039585612,2.1969999999999996,0.2691453139105342,0.12167775457213821,89.0,12.714285714285714,308.0,10.266666666666667,2,8,0.0,1.7794285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-21,AUG | Condemned (Factory New),1.975,1.975,9.0,2.076,1.983,2.053,-0.048651252408477785,-0.004034291477559293,2.030857142857143,0.14797917669285057,2.1944,0.2708948873640844,0.12063797824285827,89.0,12.714285714285714,307.0,10.233333333333333,3,8,0.0,1.759857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-22,AUG | Condemned (Factory New),1.915,1.915,14.0,1.975,2.204,2.446,-0.03037974683544309,-0.13112522686025418,1.9895714285714285,0.13352245091354184,2.1767,0.2712246485848954,0.11574071625615762,89.0,12.714285714285714,316.0,10.533333333333333,4,8,0.0,1.858285714285714,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-23,AUG | Condemned (Factory New),2.087,2.087,16.0,1.915,2.208,2.4,0.08981723237597916,-0.05480072463768115,1.9722857142857144,0.10986187989043891,2.166266666666666,0.2684400533121356,0.11683525342223214,92.0,13.142857142857142,327.0,10.9,5,8,0.0,1.9072857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-24,AUG | Condemned (Factory New),2.161,2.161,12.0,2.087,2.09,1.795,0.035457594633445,0.033971291866028874,1.9824285714285714,0.12277954359961848,2.178466666666666,0.2594561919776739,0.10696194335775121,92.0,13.142857142857142,331.0,11.033333333333333,6,8,0.0,1.949714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-25,AUG | Condemned (Factory New),2.198,2.198,16.0,2.161,1.788,1.76,0.017121702915317005,0.22930648769574935,2.041,0.11350141597606361,2.1930666666666667,0.24754783151724213,0.10680723722803595,93.0,13.285714285714286,336.0,11.2,0,8,0.0,1.948714285714286,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-26,AUG | Condemned (Factory New),1.996,1.996,13.0,2.198,1.875,2.059,-0.09190172884440395,0.06453333333333333,2.0582857142857143,0.09453300902816097,2.1909666666666667,0.24893954866370444,0.104295021931986,88.0,12.571428571428571,337.0,11.233333333333333,1,8,0.0,1.9467142857142858,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-27,AUG | Condemned (Factory New),2.495,2.495,8.0,1.996,2.076,2.384,0.25,0.20183044315992293,2.1181428571428573,0.1804284017644265,2.194666666666667,0.25257940445641164,0.10997636144054836,88.0,12.571428571428571,338.0,11.266666666666667,2,8,0.0,1.947142857142857,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-28,AUG | Condemned (Factory New),1.821,1.821,11.0,2.495,1.975,2.142,-0.27014028056112227,-0.07797468354430381,2.096142857142857,0.2043445469728787,2.183966666666667,0.26123482199397197,0.11930832247683873,90.0,12.857142857142858,341.0,11.366666666666667,3,8,0.0,1.946,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-29,AUG | Condemned (Factory New),2.116,2.116,18.0,1.821,1.915,2.046,0.16199890170236153,0.10496083550913848,2.124857142857143,0.19052815957709968,2.1863,0.26030304774755647,0.12235784799966348,94.0,13.428571428571429,350.0,11.666666666666666,4,8,0.0,1.891857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-30,AUG | Condemned (Factory New),2.066,2.066,12.0,2.116,2.087,2.654,-0.02362948960302469,-0.010062290368950788,2.121857142857143,0.19126453526197587,2.1667,0.24609851008623895,0.11007169267508703,90.0,12.857142857142858,347.0,11.566666666666666,5,8,0.0,1.890857142857143,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-31,AUG | Condemned (Factory New),1.92,1.92,13.0,2.066,2.161,2.951,-0.07066795740561471,-0.11152244331328098,2.0874285714285716,0.2024816444187735,2.132333333333334,0.20225698724367688,0.10863761324563125,91.0,13.0,352.0,11.733333333333333,6,8,0.0,1.8767142857142858,AUG | Condemned (Factory New),AUG | Condemned (Factory New),0,0
2014-08-01,AUG | Contractor (Factory New),0.186,0.186,41.0,0.182,0.195,0.119,0.0219780219780219,-0.04615384615384621,0.1822857142857143,0.008514093957572197,0.1845666666666667,0.012766318533112388,0.07451966233721408,230.0,32.857142857142854,889.0,29.633333333333333,4,8,0.0,0.18442857142857141,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-02,AUG | Contractor (Factory New),0.191,0.191,34.0,0.186,0.198,0.151,0.026881720430107503,-0.03535353535353536,0.18128571428571427,0.006860118402024554,0.18590000000000004,0.011181383337196399,0.05819248984152897,231.0,33.0,873.0,29.1,5,8,0.0,0.18557142857142855,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-03,AUG | Contractor (Factory New),0.184,0.184,46.0,0.191,0.171,0.166,-0.03664921465968585,0.07602339181286544,0.1831428571428571,0.005436085025840132,0.18650000000000005,0.010563301251660547,0.05628858224115747,252.0,36.0,887.0,29.566666666666666,6,8,0.0,0.188,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-04,AUG | Contractor (Factory New),0.206,0.206,39.0,0.184,0.187,0.178,0.11956521739130421,0.10160427807486627,0.18585714285714286,0.009731077923386516,0.18743333333333337,0.010999040362181097,0.05875701975135208,257.0,36.714285714285715,904.0,30.133333333333333,0,8,0.0,0.18585714285714286,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-05,AUG | Contractor (Factory New),0.188,0.188,35.0,0.206,0.173,0.187,-0.08737864077669899,0.08670520231213885,0.18799999999999997,0.008194074514114276,0.1874666666666667,0.010999191889508163,0.06050892308575042,265.0,37.857142857142854,908.0,30.266666666666666,1,8,0.0,0.18314285714285714,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-06,AUG | Contractor (Factory New),0.162,0.162,37.0,0.188,0.179,0.187,-0.13829787234042545,-0.0949720670391061,0.18557142857142853,0.012093175677181886,0.18663333333333335,0.011912132004342836,0.06554529709954318,262.0,37.42857142857143,921.0,30.7,2,8,0.0,0.1812857142857143,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-07,AUG | Contractor (Factory New),0.174,0.174,43.0,0.162,0.182,0.185,0.07407407407407396,-0.04395604395604402,0.1844285714285714,0.012737538928662147,0.1862666666666667,0.012124172365796996,0.06694744862316533,275.0,39.285714285714285,938.0,31.266666666666666,3,8,0.0,0.1822857142857143,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-08,AUG | Contractor (Factory New),0.215,0.215,27.0,0.174,0.186,0.182,0.23563218390804597,0.15591397849462374,0.18857142857142858,0.01668067438562313,0.18736666666666668,0.013141494925954537,0.07905455390298036,261.0,37.285714285714285,935.0,31.166666666666668,4,8,0.0,0.18357142857142858,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-09,AUG | Contractor (Factory New),0.188,0.188,28.0,0.215,0.191,0.181,-0.12558139534883717,-0.015706806282722474,0.18814285714285717,0.01665128541952389,0.18759999999999996,0.013088417271261895,0.08262763373800004,255.0,36.42857142857143,942.0,31.4,5,8,0.0,0.185,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-10,AUG | Contractor (Factory New),0.176,0.176,39.0,0.188,0.184,0.174,-0.06382978723404265,-0.0434782608695653,0.187,0.017163083306079605,0.18766666666666668,0.013023909636596154,0.08318848999503296,248.0,35.42857142857143,944.0,31.466666666666665,6,8,0.0,0.18514285714285714,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-11,AUG | Contractor (Factory New),0.202,0.202,36.0,0.176,0.206,0.188,0.14772727272727293,-0.01941747572815522,0.18642857142857142,0.016577585063289896,0.18813333333333332,0.013275876200420403,0.08608127480023521,245.0,35.0,940.0,31.333333333333332,0,8,0.0,0.18642857142857142,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-12,AUG | Contractor (Factory New),0.213,0.213,29.0,0.202,0.188,0.204,0.05445544554455428,0.1329787234042552,0.18999999999999997,0.01904130847844834,0.18843333333333329,0.013725118902541023,0.0853150832414797,239.0,34.142857142857146,943.0,31.433333333333334,1,8,0.0,0.18728571428571428,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
2014-08-13,AUG | Contractor (Factory New),0.2,0.2,35.0,0.213,0.162,0.211,-0.06103286384976514,0.23456790123456783,0.19542857142857142,0.015342351680952987,0.18806666666666666,0.013256277339015236,0.08593767976571652,237.0,33.857142857142854,955.0,31.833333333333332,2,8,0.0,0.1877142857142857,AUG | Contractor (Factory New),AUG | Contractor (Factory New),0,0
